episode,total_reward,mean_step_reward,total_profit_sum,mean_profit_per_agent,total_emissions,mean_gini
0,0.5189811289310455,0.02162421370546023,28.89300190214999,4.815500317024998,225.82076095984667,0.16525165257850183
1,-4.811669930815697,-0.2004862471173207,23.6979839267442,3.9496639877907,213.7150235179579,0.21782797837130832
2,-1.0152144730091095,-0.04230060304204623,26.47317400171596,4.41219566695266,219.57656917677377,0.1580659089454068
3,-7.2784583903849125,-0.3032690995993714,21.093970329035074,3.5156617215058454,206.94606924045365,0.23938517428033315
4,-1.1152739599347115,-0.04646974833061298,25.672500651038717,4.278750108506453,219.55569587142963,0.13578305557157064
5,-6.370748870074749,-0.2654478695864479,22.444064774550498,3.740677462425083,217.2797429166385,0.2181074917621927
6,-3.558234803378582,-0.1482597834741076,24.009521679894533,4.0015869466490885,214.24706931995752,0.1826060179127166
7,-4.195668958127499,-0.1748195399219791,25.699923537264112,4.283320589544019,219.6854927114764,0.2416777829175497
8,-1.3059097900986671,-0.0544129079207778,25.318900252867024,4.21981670881117,217.22951730457135,0.13833801168989143
9,-8.92922418564558,-0.37205100773523253,18.9639072495047,3.1606512082507834,209.20347524285899,0.21780291610907052
10,-2.2748314142227173,-0.09478464225927989,26.212829332856927,4.368804888809488,216.6159424786456,0.2035445699979772
11,-0.8108870685100555,-0.03378696118791898,31.07468063873239,5.179113439788732,233.63701499602757,0.2571644652375061
12,-6.1895003244280815,-0.25789584685117006,19.753568327520043,3.292261387920007,209.10330879222602,0.14969976880169697
13,-3.5552994161844254,-0.14813747567435107,24.372767750377534,4.062127958396256,219.40280613730283,0.17768453087817812
14,-3.13765487447381,-0.1307356197697421,24.22310772761557,4.037184621269262,217.13751771082752,0.16616631475067725
15,-3.8563247397542,-0.16068019748975834,24.861420330649707,4.143570055108285,218.06241655754275,0.2086290524752988
16,-0.6215470656752586,-0.025897794403135777,26.192103495821357,4.365350582636893,222.9290720319841,0.12366248339230657
17,0.41100622713565826,0.01712525946398576,29.246419976931065,4.874403329488511,226.44427592058491,0.17799877344612072
18,-4.449471995234489,-0.18539466646810374,25.520931137551088,4.253488522925181,218.61152293441774,0.24859472033428262
19,-4.029328629374504,-0.16788869289060435,25.229181306785904,4.204863551130984,219.18562296029995,0.22316837765461228
